9.444444444444442865e+00 2.982431130925139229e+00 2.298995389844852522e+00 -2.982431130925139229e+00 -2.298995389844852522e+00
9.444444444444442865e+00 2.982431130925139229e+00 2.298995389844852522e+00 -2.982431130925139229e+00 -2.298995389844852522e+00
1.008888888888888857e+01 3.037515859470705681e+00 2.487838820159873787e+00 -3.037515859470705681e+00 -2.487838820159873787e+00
1.073333333333333250e+01 3.076380055673495928e+00 2.656292301136528700e+00 -3.076380055673496816e+00 -2.656292301136528700e+00
1.137777777777777644e+01 3.103927732110807192e+00 2.806438933757370080e+00 -3.103927732110806303e+00 -2.806438933757370524e+00
1.202222222222222214e+01 3.123645423977840174e+00 2.940316717812723635e+00 -3.123645423977839730e+00 -2.940316717812724079e+00
1.266666666666666607e+01 3.138024538425810750e+00 3.059794880858329069e+00 -3.138024538425811194e+00 -3.059794880858329069e+00
1.331111111111111001e+01 3.148856165663954432e+00 3.166529329043201724e+00 -3.148856165663954432e+00 -3.166529329043201724e+00
1.395555555555555394e+01 3.157436684862510390e+00 3.261958304509027684e+00 -3.157436684862510834e+00 -3.261958304509026796e+00
1.459999999999999787e+01 3.164711304831627992e+00 3.347316740334406404e+00 -3.164711304831627992e+00 -3.347316740334405960e+00
1.459999999999999787e+01 3.164711304831627992e+00 3.347316740334406404e+00 -3.164711304831627992e+00 -3.347316740334405960e+00
1.524444444444444358e+01 3.171374584359885507e+00 3.423657853567738663e+00 -3.171374584359885507e+00 -3.423657853567738663e+00
1.588888888888888751e+01 3.177941161649895818e+00 3.491876149593426071e+00 -3.177941161649896262e+00 -3.491876149593426071e+00
1.653333333333333144e+01 3.184795819307742804e+00 3.552729081569634406e+00 -3.184795819307742804e+00 -3.552729081569634406e+00
1.717777777777777715e+01 3.192229160887462669e+00 3.606856232130425166e+00 -3.192229160887464001e+00 -3.606856232130424722e+00
1.782222222222222285e+01 3.200463214566904746e+00 3.654795708658462150e+00 -3.200463214566905190e+00 -3.654795708658462150e+00
1.846666666666666501e+01 3.209669938081597174e+00 3.696997835189707704e+00 -3.209669938081597174e+00 -3.696997835189707260e+00
1.911111111111111072e+01 3.219984682097123851e+00 3.733836387464328777e+00 -3.219984682097123851e+00 -3.733836387464328777e+00
1.975555555555555287e+01 3.231516041055027433e+00 3.765617664412986176e+00 -3.231516041055027877e+00 -3.765617664412986176e+00
2.039999999999999858e+01 3.244353088089085624e+00 3.792587679486742580e+00 -3.244353088089086068e+00 -3.792587679486742580e+00
2.039999999999999858e+01 3.244353088089085624e+00 3.792587679486742580e+00 -3.244353088089086068e+00 -3.792587679486742580e+00
2.104444444444444429e+01 3.258570690592208052e+00 3.814937720263098964e+00 -3.258570690592207608e+00 -3.814937720263098964e+00
2.168888888888888644e+01 3.274233392517694963e+00 3.832808480737428969e+00 -3.274233392517694963e+00 -3.832808480737428969e+00
2.233333333333333215e+01 3.291398199359784282e+00 3.846292925330267565e+00 -3.291398199359784282e+00 -3.846292925330267565e+00
2.297777777777777430e+01 3.310116491973186914e+00 3.855438000184307157e+00 -3.310116491973186914e+00 -3.855438000184306713e+00
2.362222222222222001e+01 3.330435211991627842e+00 3.860245266799565034e+00 -3.330435211991627842e+00 -3.860245266799565034e+00
2.426666666666666572e+01 3.352397394526837715e+00 3.860670495380883249e+00 -3.352397394526837271e+00 -3.860670495380883693e+00
2.491111111111110787e+01 3.376042065431902106e+00 3.856622219926509221e+00 -3.376042065431902106e+00 -3.856622219926509221e+00
2.555555555555555358e+01 3.401403464422238621e+00 3.847959223504377135e+00 -3.401403464422238621e+00 -3.847959223504377135e+00
2.619999999999999574e+01 3.428509496050303973e+00 3.834486890018807159e+00 -3.428509496050303973e+00 -3.834486890018807159e+00
2.619999999999999574e+01 3.428509496050303973e+00 3.834486890018807159e+00 -3.428509496050303973e+00 -3.834486890018807159e+00
2.684444444444444144e+01 3.457379242111798590e+00 3.815952328279452299e+00 -3.457379242111798145e+00 -3.815952328279452743e+00
2.748888888888888715e+01 3.488019285008561621e+00 3.792038146493129869e+00 -3.488019285008561621e+00 -3.792038146493129869e+00
2.813333333333332931e+01 3.520419318002825371e+00 3.762356694719893646e+00 -3.520419318002825371e+00 -3.762356694719893646e+00
2.877777777777777501e+01 3.554548803166775794e+00 3.726449679451382835e+00 -3.554548803166776239e+00 -3.726449679451383279e+00
2.942222222222222072e+01 3.590338888884558877e+00 3.683757629091510832e+00 -3.590338888884558877e+00 -3.683757629091510832e+00
3.006666666666666288e+01 3.627671616020699208e+00 3.633613651199270045e+00 -3.627671616020699652e+00 -3.633613651199270489e+00
3.071111111111110858e+01 3.666362257755183762e+00 3.575230416598492500e+00 -3.666362257755183762e+00 -3.575230416598492500e+00
3.135555555555555429e+01 3.706134281103915740e+00 3.507683471825036037e+00 -3.706134281103915296e+00 -3.507683471825036037e+00
3.199999999999999645e+01 3.746585552428232102e+00 3.429893393626737730e+00 -3.746585552428231658e+00 -3.429893393626737730e+00
3.199999999999999645e+01 3.746585552428232102e+00 3.429893393626737730e+00 -3.746585552428231658e+00 -3.429893393626737730e+00
3.264444444444444571e+01 3.787142924217046680e+00 3.340607956806114665e+00 -3.787142924217047124e+00 -3.340607956806114665e+00
3.328888888888888431e+01 3.827001555204804006e+00 3.238386496687389204e+00 -3.827001555204804895e+00 -3.238386496687389648e+00
3.393333333333333002e+01 3.865044451831642025e+00 3.121590259760075980e+00 -3.865044451831642469e+00 -3.121590259760075980e+00
3.457777777777777573e+01 3.899736895840555828e+00 2.988385050509734242e+00 -3.899736895840555828e+00 -2.988385050509734242e+00
3.522222222222222143e+01 3.928989901743929369e+00 2.836766327115736619e+00 -3.928989901743929369e+00 -2.836766327115736619e+00
3.586666666666666003e+01 3.949987151842005328e+00 2.664622677768313075e+00 -3.949987151842007105e+00 -2.664622677768312631e+00
3.651111111111110574e+01 3.958971997762390060e+00 2.469862165299973711e+00 -3.958971997762390060e+00 -2.469862165299973267e+00
3.715555555555555145e+01 3.950997051605364518e+00 2.250638504438506438e+00 -3.950997051605364518e+00 -2.250638504438506438e+00
3.779999999999999716e+01 3.919652459672640976e+00 2.005731872828603102e+00 -3.919652459672640976e+00 -2.005731872828603102e+00
3.779999999999999716e+01 3.919652459672640976e+00 2.005731872828603102e+00 -3.919652459672640976e+00 -2.005731872828603102e+00
3.844444444444444287e+01 3.856817955756493888e+00 1.735163739678584616e+00 -3.856817955756493888e+00 -1.735163739678584838e+00
3.908888888888888857e+01 3.752544780670702629e+00 1.441155928676491449e+00 -3.752544780670701741e+00 -1.441155928676491671e+00
3.973333333333332718e+01 3.595303122619669445e+00 1.129570547040535056e+00 -3.595303122619670333e+00 -1.129570547040534834e+00
4.037777777777777288e+01 3.373107665279990730e+00 8.119329158855670414e-01 -3.373107665279988954e+00 -8.119329158855674855e-01
4.102222222222221859e+01 3.076584573280457757e+00 5.078069462964218683e-01 -3.076584573280457313e+00 -5.078069462964219793e-01
4.166666666666666430e+01 2.705773510022134065e+00 2.458703463285815960e-01 -2.705773510022135842e+00 -2.458703463285815127e-01
4.231111111111111001e+01 2.281420435352588871e+00 5.799614135590650671e-02 -2.281420435352592424e+00 -5.799614135590641650e-02
4.295555555555554861e+01 1.851258392501394789e+00 -4.336902808701886824e-02 -1.851258392501395456e+00 4.336902808701886131e-02
4.359999999999999432e+01 1.463451094833591482e+00 -9.329453359756412212e-02 -1.463451094833591259e+00 9.329453359756414987e-02
4.359999999999999432e+01 1.463451094833591482e+00 -9.329453359756412212e-02 -1.463451094833591259e+00 9.329453359756414987e-02
4.424444444444444002e+01 1.125338499902746037e+00 -1.523207637331899789e-01 -1.125338499902737155e+00 1.523207637331911446e-01
4.488888888888888573e+01 8.433727879380094050e-01 -2.703998885301108213e-01 -8.433727879380090720e-01 2.703998885301113209e-01
4.553333333333333144e+01 7.083725768147429713e-01 -4.834133767009298199e-01 -7.083725768147365320e-01 4.834133767009340943e-01
4.617777777777777004e+01 8.686084997360927762e-01 -7.595798816786302199e-01 -8.686084997360939974e-01 7.595798816786292207e-01
4.746666666666666146e+01 1.019630783033028454e+00 4.947144590611595172e-01 -1.019630783033071753e+00 -4.947144590611233794e-01
