3.000000000000000000e+00 1.947285956182003474e+03
3.644444444444444375e+00 1.945424744042888278e+03
4.288888888888888751e+00 1.943202494097522958e+03
4.933333333333333570e+00 1.940619206345907969e+03
5.577777777777777501e+00 1.937674880788043311e+03
6.222222222222221433e+00 1.934369517423928983e+03
6.866666666666666252e+00 1.930703116253564758e+03
7.511111111111111072e+00 1.926675677276950637e+03
8.155555555555555003e+00 1.922287200494086619e+03
8.799999999999998934e+00 1.917537685904972932e+03
9.444444444444442865e+00 1.912427133509609575e+03
1.008888888888888857e+01 1.906955543307996322e+03
1.073333333333333250e+01 1.901122915300133400e+03
1.137777777777777644e+01 1.894929249486020353e+03
1.202222222222222214e+01 1.888374545865657865e+03
1.266666666666666607e+01 1.881458804439045480e+03
1.331111111111111001e+01 1.874182025206182971e+03
1.395555555555555394e+01 1.866544208167071247e+03
1.459999999999999787e+01 1.858545353321709399e+03
1.524444444444444358e+01 1.850185460670097655e+03
1.588888888888888751e+01 1.841464530212236241e+03
1.653333333333333144e+01 1.832382561948124930e+03
1.717777777777777715e+01 1.822939555877763951e+03
1.782222222222222285e+01 1.813135512001153302e+03
1.846666666666666501e+01 1.802970430318292756e+03
1.911111111111111072e+01 1.792444310829182314e+03
1.975555555555555287e+01 1.781557153533822202e+03
2.039999999999999858e+01 1.770308958432212194e+03
2.104444444444444429e+01 1.758699725524352743e+03
2.168888888888888644e+01 1.746729454810242942e+03
2.233333333333333215e+01 1.734398146289883471e+03
2.297777777777777430e+01 1.721705799963274558e+03
2.362222222222222001e+01 1.708652415830415521e+03
2.426666666666666572e+01 1.695237993891306814e+03
2.491111111111110787e+01 1.681462534145948439e+03
2.555555555555555358e+01 1.667326036594339939e+03
2.619999999999999574e+01 1.652828501236481998e+03
2.684444444444444144e+01 1.637969928072374159e+03
2.748888888888888715e+01 1.622750317102016425e+03
2.813333333333332931e+01 1.607169668325409020e+03
2.877777777777777501e+01 1.591227981742551492e+03
2.942222222222222072e+01 1.574925257353444522e+03
3.006666666666666288e+01 1.558261495158087882e+03
3.071111111111110858e+01 1.541236695156480891e+03
3.135555555555555429e+01 1.523850857348624686e+03
3.199999999999999645e+01 1.506103981734518584e+03
3.264444444444444571e+01 1.487996068314162130e+03
3.328888888888888431e+01 1.469527117087556690e+03
3.393333333333333002e+01 1.450697128054700897e+03
3.457777777777777573e+01 1.431506101215595663e+03
3.522222222222222143e+01 1.411954036570240078e+03
3.586666666666666003e+01 1.392040934118635278e+03
3.651111111111110574e+01 1.371766793860780581e+03
3.715555555555555145e+01 1.351131615796675760e+03
3.779999999999999716e+01 1.330135399926321497e+03
3.844444444444444287e+01 1.308778146249717338e+03
3.908888888888888857e+01 1.287059854766863282e+03
3.973333333333332718e+01 1.264980525477759556e+03
4.037777777777777288e+01 1.242540158382405707e+03
4.102222222222221859e+01 1.219738753480802643e+03
4.166666666666666430e+01 1.196576310772949455e+03
4.231111111111111001e+01 1.173052830258846370e+03
4.295555555555554861e+01 1.149168311938493844e+03
4.359999999999999432e+01 1.124922755811891193e+03
4.424444444444444002e+01 1.100316161879038873e+03
4.488888888888888573e+01 1.075348530139936884e+03
4.553333333333333144e+01 1.050019860594584998e+03
4.617777777777777004e+01 1.024330153242983442e+03
4.682222222222221575e+01 9.982794080851315357e+02
4.746666666666666146e+01 9.718676251210304144e+02
4.811111111111110716e+01 9.450948043506792828e+02
4.875555555555555287e+01 9.179609457740782545e+02
4.939999999999999147e+01 8.904660493912281254e+02
5.004444444444443718e+01 8.626101152021276448e+02
5.068888888888888289e+01 8.343931432067770402e+02
5.133333333333332860e+01 8.058151334051768799e+02
5.197777777777777430e+01 7.768760857973270504e+02
5.262222222222222001e+01 7.475760003832273242e+02
5.326666666666665861e+01 7.179148771628782697e+02
5.391111111111110432e+01 6.878927161362790912e+02
5.455555555555555003e+01 6.575095173034296749e+02
5.519999999999999574e+01 6.267652806643308168e+02
5.584444444444444144e+01 5.956600062189824030e+02
5.648888888888888005e+01 5.641936939673843199e+02
5.713333333333332575e+01 5.323663439095359990e+02
5.777777777777777146e+01 5.001779560454376110e+02
5.842222222222221717e+01 4.676285303750897242e+02
5.906666666666666288e+01 4.347180668984921681e+02
5.971111111111110858e+01 4.014465656156447722e+02
6.035555555555554719e+01 3.678140265265480480e+02
6.099999999999999289e+01 3.338204496312011997e+02
6.164444444444443860e+01 2.994658349296040569e+02
6.228888888888888431e+01 2.647501824217573585e+02
6.293333333333333002e+01 2.296734921076610760e+02
6.357777777777776862e+01 1.942357639873152948e+02
6.422222222222221433e+01 1.584369980607195032e+02
6.486666666666666003e+01 1.222771943278736870e+02
6.551111111111110574e+01 8.575635278877767576e+01
6.615555555555555145e+01 4.887447344343232203e+01
6.679999999999999716e+01 1.163155629183719242e+01
