3.000000000000000000e+00 5.841857868546010156e+13
3.644444444444444375e+00 5.836274232128664844e+13
4.288888888888888751e+00 5.829607482292569531e+13
4.933333333333333570e+00 5.821857619037724219e+13
5.577777777777777501e+00 5.813024642364130469e+13
6.222222222222221433e+00 5.803108552271786719e+13
6.866666666666666252e+00 5.792109348760693750e+13
7.511111111111111072e+00 5.780027031830851562e+13
8.155555555555555003e+00 5.766861601482259375e+13
8.799999999999998934e+00 5.752613057714918750e+13
9.444444444444442865e+00 5.737281400528828906e+13
1.008888888888888857e+01 5.720866629923989062e+13
1.073333333333333250e+01 5.703368745900400000e+13
1.137777777777777644e+01 5.684787748458060938e+13
1.202222222222222214e+01 5.665123637596973438e+13
1.266666666666666607e+01 5.644376413317135938e+13
1.331111111111111001e+01 5.622546075618549219e+13
1.395555555555555394e+01 5.599632624501214062e+13
1.459999999999999787e+01 5.575636059965127344e+13
1.524444444444444358e+01 5.550556382010292969e+13
1.588888888888888751e+01 5.524393590636708594e+13
1.653333333333333144e+01 5.497147685844375000e+13
1.717777777777777715e+01 5.468818667633292188e+13
1.782222222222222285e+01 5.439406536003459375e+13
1.846666666666666501e+01 5.408911290954878125e+13
1.911111111111111072e+01 5.377332932487546875e+13
1.975555555555555287e+01 5.344671460601467188e+13
2.039999999999999858e+01 5.310926875296636719e+13
2.104444444444444429e+01 5.276099176573057812e+13
2.168888888888888644e+01 5.240188364430728906e+13
2.233333333333333215e+01 5.203194438869650781e+13
2.297777777777777430e+01 5.165117399889823438e+13
2.362222222222222001e+01 5.125957247491246875e+13
2.426666666666666572e+01 5.085713981673921094e+13
2.491111111111110787e+01 5.044387602437845312e+13
2.555555555555555358e+01 5.001978109783019531e+13
2.619999999999999574e+01 4.958485503709446094e+13
2.684444444444444144e+01 4.913909784217122656e+13
2.748888888888888715e+01 4.868250951306049219e+13
2.813333333333332931e+01 4.821509004976227344e+13
2.877777777777777501e+01 4.773683945227654688e+13
2.942222222222222072e+01 4.724775772060333594e+13
3.006666666666666288e+01 4.674784485474264062e+13
3.071111111111110858e+01 4.623710085469442969e+13
3.135555555555555429e+01 4.571552572045873438e+13
3.199999999999999645e+01 4.518311945203555469e+13
3.264444444444444571e+01 4.463988204942486719e+13
3.328888888888888431e+01 4.408581351262670312e+13
3.393333333333333002e+01 4.352091384164102344e+13
3.457777777777777573e+01 4.294518303646786719e+13
3.522222222222222143e+01 4.235862109710721094e+13
3.586666666666666003e+01 4.176122802355906250e+13
3.651111111111110574e+01 4.115300381582341406e+13
3.715555555555555145e+01 4.053394847390027344e+13
3.779999999999999716e+01 3.990406199778964062e+13
3.844444444444444287e+01 3.926334438749152344e+13
3.908888888888888857e+01 3.861179564300590625e+13
3.973333333333332718e+01 3.794941576433278906e+13
4.037777777777777288e+01 3.727620475147217969e+13
4.102222222222221859e+01 3.659216260442407031e+13
4.166666666666666430e+01 3.589728932318848438e+13
4.231111111111111001e+01 3.519158490776539062e+13
4.295555555555554861e+01 3.447504935815480859e+13
4.359999999999999432e+01 3.374768267435673438e+13
4.424444444444444002e+01 3.300948485637116797e+13
4.488888888888888573e+01 3.226045590419810547e+13
4.553333333333333144e+01 3.150059581783755078e+13
4.617777777777777004e+01 3.072990459728950000e+13
4.682222222222221575e+01 2.994838224255394922e+13
4.746666666666666146e+01 2.915602875363091016e+13
4.811111111111110716e+01 2.835284413052037891e+13
4.875555555555555287e+01 2.753882837322234766e+13
4.939999999999999147e+01 2.671398148173684375e+13
5.004444444444443718e+01 2.587830345606382422e+13
5.068888888888888289e+01 2.503179429620331250e+13
5.133333333333332860e+01 2.417445400215530469e+13
5.197777777777777430e+01 2.330628257391981250e+13
5.262222222222222001e+01 2.242728001149682422e+13
5.326666666666665861e+01 2.153744631488634766e+13
5.391111111111110432e+01 2.063678148408837500e+13
5.455555555555555003e+01 1.972528551910289062e+13
5.519999999999999574e+01 1.880295841992992188e+13
5.584444444444444144e+01 1.786980018656946875e+13
5.648888888888888005e+01 1.692581081902152734e+13
5.713333333333332575e+01 1.597099031728608008e+13
5.777777777777777146e+01 1.500533868136312500e+13
5.842222222222221717e+01 1.402885591125269336e+13
5.906666666666666288e+01 1.304154200695476562e+13
5.971111111111110858e+01 1.204339696846934375e+13
6.035555555555554719e+01 1.103442079579644336e+13
6.099999999999999289e+01 1.001461348893603516e+13
6.164444444444443860e+01 8.983975047888121094e+12
6.228888888888888431e+01 7.942505472652720703e+12
6.293333333333333002e+01 6.890204763229833008e+12
6.357777777777776862e+01 5.827072919619458008e+12
6.422222222222221433e+01 4.753109941821583984e+12
6.486666666666666003e+01 3.668315829836210449e+12
6.551111111111110574e+01 2.572690583663330078e+12
6.615555555555555145e+01 1.466234203302969727e+12
6.679999999999999716e+01 3.489466887551157837e+11
